SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-869255441,12/29/2017 12:13:31 PM,01/06/2018 11:14:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,WLA,01/06/2018 12:00:00 AM,01/06/2018 11:14:00 AM,Y,N,"1546 S SHENANDOAH ST, 90035",1546,S,SHENANDOAH,ST,90035,34.0503778498,-118.382052547,"(34.0503778498, -118.382052547)",632,J,4,Central APC,5,Paul Koretz,61,SOUTH ROBERTSON NC,WEST LOS ANGELES
1-869258011,12/29/2017 12:13:29 PM,01/04/2018 12:20:58 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/04/2018 12:00:00 AM,01/04/2018 12:20:58 PM,Y,N,"14940 W MAGNOLIA BLVD, 91403",14940,W,MAGNOLIA,BLVD,91403,34.1647169115,-118.458956498,"(34.1647169115, -118.458956498)",561,J,3,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS
1-869257331,12/29/2017 12:13:27 PM,01/05/2018 08:36:52 AM,SR Created,BOS,Electronic Waste,Closed,Call,,N,NC,01/05/2018 12:00:00 AM,01/05/2018 08:36:52 AM,Y,N,"738 N KENMORE AVE, 90029",738,N,KENMORE,AVE,90029,34.0847360576,-118.296915882,"(34.0847360576, -118.296915882)",593,J,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-869257191,12/29/2017 12:13:08 PM,01/03/2018 12:08:28 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,WLA,12/30/2017 12:00:00 AM,01/02/2018 11:11:57 PM,Y,N,"1456 S OGDEN DR, 90019",1456,S,OGDEN,DR,90019,34.0494524326,-118.36484731,"(34.0494524326, -118.36484731)",633,B,4,Central APC,10,Herb J. Wesson Jr.,60,P.I.C.O. NC,WILSHIRE
1-869257111,12/29/2017 12:13:05 PM,01/02/2018 11:42:26 PM,SR Created,BOS,Electronic Waste,Closed,Call,,N,EV,12/30/2017 12:00:00 AM,01/02/2018 11:42:25 PM,Y,N,"11150 N GLENOAKS BLVD, 91331",11150,N,GLENOAKS,BLVD,91331,34.2722417591,-118.409854033,"(34.2722417591, -118.409854033)",502,E,2,North Valley APC,7,Monica Rodriguez,7,PACOIMA NC,FOOTHILL
1-869255961,12/29/2017 12:12:05 PM,04/03/2018 12:31:21 PM,SR Created,BOS,Homeless Encampment,Closed,Self Service,,N,NC,01/08/2018 12:00:00 AM,04/03/2018 12:31:20 PM,Y,N,"3070 W LOS FELIZ BLVD, 90039",3070,W,LOS FELIZ,BLVD,90039,34.1245369062,-118.266182027,"(34.1245369062, -118.266182027)",594,D,1,East Los Angeles APC,13,Mitch O'Farrell,37,ATWATER VILLAGE NC,NORTHEAST
1-869250771,12/29/2017 12:11:37 PM,01/03/2018 12:10:01 AM,SR Created,BOS,Electronic Waste,Closed,Call,,N,WLA,12/30/2017 12:00:00 AM,01/02/2018 11:24:07 PM,Y,N,"1456 S OGDEN DR, 90019",1456,S,OGDEN,DR,90019,34.0494524326,-118.36484731,"(34.0494524326, -118.36484731)",633,B,4,Central APC,10,Herb J. Wesson Jr.,60,P.I.C.O. NC,WILSHIRE
1-869253330,12/29/2017 12:11:12 PM,01/01/2018 08:46:03 AM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,iOS,N,WVA,12/29/2017 01:44:51 PM,01/01/2018 08:46:02 AM,Y,N,"LINDLEY AVE AT CHASE ST, 91325",,,,,91325,34.2245943853,-118.527388175,"(34.2245943853, -118.527388175)",531,A,1,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE
1-869253201,12/29/2017 12:09:58 PM,01/05/2018 02:56:33 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/05/2018 12:00:00 AM,01/05/2018 02:56:33 PM,Y,N,"1712 N KINGSLEY DR, 90027",1712,N,KINGSLEY,DR,90027,34.1022989444,-118.303410411,"(34.1022989444, -118.303410411)",593,J,4,Central APC,13,Mitch O'Farrell,36,LOS FELIZ NC,HOLLYWOOD
1-869252301,12/29/2017 12:09:45 PM,01/02/2018 06:22:54 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,WLA,12/30/2017 12:00:00 AM,01/02/2018 06:22:53 PM,Y,N,"1504 S CARMONA AVE, 90019",1504,S,CARMONA,AVE,90019,34.0472081987,-118.358501054,"(34.0472081987, -118.358501054)",633,B,5,Central APC,10,Herb J. Wesson Jr.,60,P.I.C.O. NC,WILSHIRE
1-869251661,12/29/2017 12:09:10 PM,12/29/2017 12:09:10 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 11:51:03 AM,12/29/2017 12:09:10 PM,Y,,"4731 W MELROSE AVE, 90029",4731,W,MELROSE,AVE,90029,,,,593,J,6,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD
1-869251621,12/29/2017 12:09:06 PM,12/29/2017 12:09:06 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 11:51:03 AM,12/29/2017 12:09:06 PM,Y,,"4731 W MELROSE AVE, 90029",4731,W,MELROSE,AVE,90029,,,,593,J,6,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD
1-869251561,12/29/2017 12:09:03 PM,12/29/2017 12:09:03 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 11:51:03 AM,12/29/2017 12:09:03 PM,Y,,"4731 W MELROSE AVE, 90029",4731,W,MELROSE,AVE,90029,,,,593,J,6,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD
1-869251481,12/29/2017 12:08:59 PM,12/29/2017 12:08:59 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 11:51:03 AM,12/29/2017 12:08:59 PM,Y,,"4720 W MELROSE AVE, 90029",4720,W,MELROSE,AVE,90029,,,,593,J,6,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-869251381,12/29/2017 12:08:55 PM,12/29/2017 12:08:55 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 11:51:03 AM,12/29/2017 12:08:55 PM,Y,,"4720 W MELROSE AVE, 90029",4720,W,MELROSE,AVE,90029,,,,593,J,6,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-869251331,12/29/2017 12:08:52 PM,12/29/2017 12:08:52 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 11:51:03 AM,12/29/2017 12:08:52 PM,Y,,"4720 W MELROSE AVE, 90029",4720,W,MELROSE,AVE,90029,,,,593,J,6,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-869250051,12/29/2017 12:08:49 PM,01/02/2018 08:59:20 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/02/2018 12:00:00 AM,01/02/2018 08:59:20 PM,Y,N,"11501 N GLADSTONE AVE, 91342",11501,N,GLADSTONE,AVE,91342,34.2789644631,-118.394302126,"(34.2789644631, -118.394302126)",502,G,1,North Valley APC,7,Monica Rodriguez,9,FOOTHILL TRAILS DISTRICT NC,FOOTHILL
1-869251291,12/29/2017 12:08:48 PM,12/29/2017 12:08:48 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 11:51:03 AM,12/29/2017 12:08:48 PM,Y,,"4720 W MELROSE AVE, 90029",4720,W,MELROSE,AVE,90029,,,,593,J,6,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-869251251,12/29/2017 12:08:45 PM,12/29/2017 12:08:45 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 11:51:03 AM,12/29/2017 12:08:45 PM,Y,,"4900 W MELROSE AVE, 90029",4900,W,MELROSE,AVE,90029,,,,593,H,6,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-869248281,12/29/2017 12:08:43 PM,12/29/2017 12:11:16 PM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,,N,WV,12/30/2017 12:00:00 AM,12/29/2017 12:11:16 PM,Y,N,"7380 N ETON AVE, 91303",7380,N,ETON,AVE,91303,34.2042897075,-118.595397925,"(34.2042897075, -118.595397925)",530,B,4,South Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA
1-869247746,12/29/2017 12:08:41 PM,01/02/2018 07:53:38 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,Android,N,EV,12/30/2017 12:00:00 AM,01/02/2018 07:53:38 PM,Y,,"11300 N BRADLEY AVE, 91331",11300,N,BRADLEY,AVE,91331,34.2749427274,-118.424551767,"(34.2749427274, -118.424551767)",502,C,1,North Valley APC,7,Monica Rodriguez,7,PACOIMA NC,FOOTHILL
1-869251121,12/29/2017 12:08:41 PM,12/29/2017 12:08:41 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 11:51:03 AM,12/29/2017 12:08:41 PM,Y,,"4825 W MELROSE AVE, 90029",4825,W,MELROSE,AVE,90029,,,,593,H,6,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD
1-869250871,12/29/2017 12:08:04 PM,01/05/2018 12:10:15 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,WLA,01/05/2018 12:00:00 AM,01/05/2018 12:10:15 PM,Y,N,"1427 N GARDNER ST, 90046",1427,N,GARDNER,ST,90046,34.096683255,-118.352985329,"(34.096683255, -118.352985329)",593,C,5,Central APC,4,David Ryu,29,HOLLYWOOD HILLS WEST NC,HOLLYWOOD
1-869247771,12/29/2017 12:07:38 PM,12/29/2017 12:07:38 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 11:51:03 AM,12/29/2017 12:07:38 PM,Y,,"4825 W MELROSE AVE, 90029",4825,W,MELROSE,AVE,90029,,,,593,H,6,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD
1-869247566,12/29/2017 12:07:26 PM,01/01/2018 09:27:42 AM,SR Created,ITA,Other,Closed,Mobile App,iOS,Y,,,01/01/2018 09:27:42 AM,Y,N,"1444 N MARIPOSA AVE, 90027",1444,N,MARIPOSA,AVE,90027,34.0978055583,-118.299341319,"(34.0978055583, -118.299341319)",593,J,4,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,NORTHEAST
1-869248001,12/29/2017 12:07:25 PM,01/05/2018 12:04:09 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/05/2018 12:00:00 AM,01/05/2018 12:04:09 PM,Y,N,"7124 S WEST BLVD, 90043",7124,S,WEST,BLVD,90043,33.9751646859,-118.335085458,"(33.9751646859, -118.335085458)",673,E,7,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET
1-869247671,12/29/2017 12:07:25 PM,12/29/2017 12:07:25 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 11:51:03 AM,12/29/2017 12:07:25 PM,Y,,"4825 W MELROSE AVE, 90029",4825,W,MELROSE,AVE,90029,,,,593,H,6,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD
1-869247621,12/29/2017 12:07:21 PM,12/29/2017 12:07:21 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 11:51:03 AM,12/29/2017 12:07:21 PM,Y,,"4802 W MELROSE AVE, 90029",4802,W,MELROSE,AVE,90029,,,,593,H,6,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-869245551,12/29/2017 12:07:20 PM,01/03/2018 01:12:57 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,NC,01/03/2018 12:00:00 AM,01/03/2018 01:12:57 PM,Y,N,"6025 E TIPTON WAY, 90042",6025,E,TIPTON,WAY,90042,34.130104199,-118.189070576,"(34.130104199, -118.189070576)",565,D,7,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST
1-869247571,12/29/2017 12:07:17 PM,12/29/2017 12:07:17 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 11:51:03 AM,12/29/2017 12:07:17 PM,Y,,"4802 W MELROSE AVE, 90029",4802,W,MELROSE,AVE,90029,,,,593,H,6,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-869247511,12/29/2017 12:07:14 PM,12/29/2017 12:07:14 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 11:51:03 AM,12/29/2017 12:07:14 PM,Y,,"4802 W MELROSE AVE, 90029",4802,W,MELROSE,AVE,90029,,,,593,H,6,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-869247421,12/29/2017 12:07:10 PM,12/29/2017 12:07:10 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 11:51:03 AM,12/29/2017 12:07:10 PM,Y,,"4757 W MELROSE AVE, 90029",4757,W,MELROSE,AVE,90029,,,,593,J,6,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD
1-869245335,12/29/2017 12:07:09 PM,12/29/2017 12:07:09 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,PGS,12/27/2017 12:00:00 AM,12/29/2017 12:07:09 PM,Y,,"1075 S FAIRFAX AVE, 90019",1075,S,FAIRFAX,AVE,90019,,,,633,B,3,Central APC,10,Herb J. Wesson Jr.,60,P.I.C.O. NC,WILSHIRE
1-869247381,12/29/2017 12:07:06 PM,12/29/2017 12:07:06 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 11:51:03 AM,12/29/2017 12:07:06 PM,Y,,"4757 W MELROSE AVE, 90029",4757,W,MELROSE,AVE,90029,,,,593,J,6,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD
1-869245274,12/29/2017 12:07:05 PM,12/29/2017 12:07:05 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,PGS,12/27/2017 12:00:00 AM,12/29/2017 12:07:05 PM,Y,,"7955 W OAKWOOD AVE, 90048",7955,W,OAKWOOD,AVE,90048,,,,593,B,7,Central APC,5,Paul Koretz,58,MID CITY WEST CC,WILSHIRE
1-869247341,12/29/2017 12:07:03 PM,12/29/2017 12:07:03 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 11:51:03 AM,12/29/2017 12:07:03 PM,Y,,"4757 W MELROSE AVE, 90029",4757,W,MELROSE,AVE,90029,,,,593,J,6,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD
1-869243661,12/29/2017 12:07:01 PM,01/02/2018 09:26:10 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,01/02/2018 12:00:00 AM,01/02/2018 09:26:09 PM,Y,N,"11501 N GLADSTONE AVE, 91342",11501,N,GLADSTONE,AVE,91342,34.2789644631,-118.394302126,"(34.2789644631, -118.394302126)",502,G,1,North Valley APC,7,Monica Rodriguez,9,FOOTHILL TRAILS DISTRICT NC,FOOTHILL
1-869245213,12/29/2017 12:07:01 PM,12/29/2017 12:07:01 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,PGS,12/27/2017 12:00:00 AM,12/29/2017 12:07:01 PM,Y,,"7919 W BEVERLY BLVD, 90048",7919,W,BEVERLY,BLVD,90048,,,,633,B,1,Central APC,5,Paul Koretz,58,MID CITY WEST CC,WILSHIRE
1-869247291,12/29/2017 12:06:59 PM,12/29/2017 12:06:59 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 12:00:00 AM,12/29/2017 12:06:59 PM,Y,,"4770 W MELROSE AVE, 90029",4770,W,MELROSE,AVE,90029,,,,593,J,6,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-869245172,12/29/2017 12:06:57 PM,12/29/2017 12:06:57 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,PGS,12/27/2017 12:00:00 AM,12/29/2017 12:06:57 PM,Y,,"7901 W BEVERLY BLVD, 90048",7901,W,BEVERLY,BLVD,90048,,,,633,B,1,Central APC,5,Paul Koretz,58,MID CITY WEST CC,WILSHIRE
1-869247171,12/29/2017 12:06:56 PM,12/29/2017 12:06:56 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 12:00:00 AM,12/29/2017 12:06:56 PM,Y,,"4770 W MELROSE AVE, 90029",4770,W,MELROSE,AVE,90029,,,,593,J,6,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-869245131,12/29/2017 12:06:53 PM,12/29/2017 12:06:53 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,PGS,12/27/2017 12:00:00 AM,12/29/2017 12:06:53 PM,Y,,"419 N FAIRFAX AVE, 90036",419,N,FAIRFAX,AVE,90036,,,,593,B,7,Central APC,5,Paul Koretz,58,MID CITY WEST CC,WILSHIRE
1-869247111,12/29/2017 12:06:52 PM,12/29/2017 12:06:52 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 12:00:00 AM,12/29/2017 12:06:52 PM,Y,,"4770 W MELROSE AVE, 90029",4770,W,MELROSE,AVE,90029,,,,593,J,6,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-869247071,12/29/2017 12:06:48 PM,12/29/2017 12:06:48 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 12:00:00 AM,12/29/2017 12:06:48 PM,Y,,"4315 W MELROSE AVE, 90029",4315,W,MELROSE,AVE,90029,,,,594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-869247031,12/29/2017 12:06:44 PM,12/29/2017 12:06:44 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 12:00:00 AM,12/29/2017 12:06:44 PM,Y,,"4315 W MELROSE AVE, 90029",4315,W,MELROSE,AVE,90029,,,,594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-869246941,12/29/2017 12:06:41 PM,12/29/2017 12:06:41 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 12:00:00 AM,12/29/2017 12:06:41 PM,Y,,"4315 W MELROSE AVE, 90029",4315,W,MELROSE,AVE,90029,,,,594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-869246841,12/29/2017 12:06:38 PM,12/29/2017 12:06:38 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 12:00:00 AM,12/29/2017 12:06:38 PM,Y,,"4252 W MELROSE AVE, 90029",4252,W,MELROSE,AVE,90029,,,,594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-869246811,12/29/2017 12:06:37 PM,01/02/2018 10:52:25 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,WV,12/30/2017 12:00:00 AM,01/02/2018 10:52:24 PM,Y,N,"5247 N CALDERON ROAD, 91364",5247,N,CALDERON,ROAD,91364,34.1655107557,-118.616886804,"(34.1655107557, -118.616886804)",559,J,3,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA
1-869244731,12/29/2017 12:06:34 PM,12/29/2017 12:06:34 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 12:00:00 AM,12/29/2017 12:06:34 PM,Y,,"4252 W MELROSE AVE, 90029",4252,W,MELROSE,AVE,90029,,,,594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-869244651,12/29/2017 12:06:33 PM,01/05/2018 12:04:28 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,01/05/2018 12:00:00 AM,01/05/2018 12:04:27 PM,Y,N,"7124 S WEST BLVD, 90043",7124,S,WEST,BLVD,90043,33.9751646859,-118.335085458,"(33.9751646859, -118.335085458)",673,E,7,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET
1-869244611,12/29/2017 12:06:30 PM,12/29/2017 12:06:30 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 12:00:00 AM,12/29/2017 12:06:30 PM,Y,,"4252 W MELROSE AVE, 90029",4252,W,MELROSE,AVE,90029,,,,594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-869244571,12/29/2017 12:06:26 PM,12/29/2017 12:06:26 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,HBT,12/28/2017 12:00:00 AM,12/29/2017 12:06:26 PM,Y,,"4252 W MELROSE AVE, 90029",4252,W,MELROSE,AVE,90029,,,,594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-869243341,12/29/2017 12:06:25 PM,01/02/2018 02:37:14 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,SLA,01/02/2018 12:00:00 AM,01/02/2018 02:37:13 PM,Y,N,"2915 S 10TH AVE, 90018",2915,S,10TH,AVE,90018,34.0290413605,-118.328402284,"(34.0290413605, -118.328402284)",633,F,7,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST
1-869244361,12/29/2017 12:05:56 PM,01/04/2018 02:51:22 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,NC,01/04/2018 12:00:00 AM,01/04/2018 02:51:22 PM,Y,N,"756 S SPRING ST, 90014",756,S,SPRING,ST,90014,34.0430739491,-118.253465159,"(34.0430739491, -118.253465159)",634,E,5,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,CENTRAL
1-869244831,12/29/2017 12:05:53 PM,01/02/2018 07:31:10 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,WLA,12/30/2017 12:00:00 AM,01/02/2018 07:31:10 PM,Y,N,"1480 S ALVIRA ST, 90035",1480,S,ALVIRA,ST,90035,34.0506838862,-118.374298434,"(34.0506838862, -118.374298434)",633,A,4,Central APC,10,Herb J. Wesson Jr.,60,P.I.C.O. NC,WILSHIRE
1-869242471,12/29/2017 12:05:26 PM,01/02/2018 07:38:57 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,WLA,12/30/2017 12:00:00 AM,01/02/2018 07:38:56 PM,Y,N,"1456 S OGDEN DR, 90019",1456,S,OGDEN,DR,90019,34.0494524326,-118.36484731,"(34.0494524326, -118.36484731)",633,B,4,Central APC,10,Herb J. Wesson Jr.,60,P.I.C.O. NC,WILSHIRE
1-869241860,12/29/2017 12:05:24 PM,01/05/2018 12:45:11 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,Android,Y,NC,01/05/2018 12:00:00 AM,01/05/2018 12:42:20 PM,Y,,"124 N WESTERN AVE, 90004",124,N,WESTERN,AVE,90004,34.0737516427,-118.3090635,"(34.0737516427, -118.3090635)",633,H,1,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-869242121,12/29/2017 12:04:49 PM,01/02/2018 05:51:40 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,WV,12/30/2017 12:00:00 AM,01/02/2018 05:51:40 PM,Y,N,"5247 N CALDERON ROAD, 91364",5247,N,CALDERON,ROAD,91364,34.1655107557,-118.616886804,"(34.1655107557, -118.616886804)",559,J,3,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA
1-869241401,12/29/2017 12:04:45 PM,12/29/2017 12:06:00 PM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,,N,WV,12/30/2017 12:00:00 AM,12/29/2017 12:06:00 PM,Y,N,"7232 N VARIEL AVE, 91303",7232,N,VARIEL,AVE,91303,34.2017171955,-118.592759373,"(34.2017171955, -118.592759373)",530,B,5,South Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA
1-869237611,12/29/2017 12:04:08 PM,01/02/2018 11:04:55 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,WLA,12/30/2017 12:00:00 AM,01/02/2018 11:04:54 PM,Y,N,"1730 S HAUSER BLVD, 90019",1730,S,HAUSER,BLVD,90019,34.0431419876,-118.35874143,"(34.0431419876, -118.35874143)",633,B,5,South Los Angeles APC,10,Herb J. Wesson Jr.,73,MID CITY NC,WILSHIRE
1-869242801,12/29/2017 12:04:00 PM,01/04/2018 08:39:17 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2018 12:00:00 AM,01/04/2018 08:39:16 AM,Y,N,"756 S SPRING ST, 90014",756,S,SPRING,ST,90014,34.0430739491,-118.253465159,"(34.0430739491, -118.253465159)",634,E,5,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,CENTRAL
1-869241071,12/29/2017 12:03:46 PM,01/05/2018 08:46:29 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/05/2018 12:00:00 AM,01/05/2018 08:46:28 AM,Y,N,"1712 N KINGSLEY DR, 90027",1712,N,KINGSLEY,DR,90027,34.1022989444,-118.303410411,"(34.1022989444, -118.303410411)",593,J,4,Central APC,13,Mitch O'Farrell,36,LOS FELIZ NC,HOLLYWOOD
1-869239625,12/29/2017 12:03:43 PM,12/29/2017 12:03:44 PM,SR Created,LADWP,Report Water Waste,Closed,Mobile App,Android,N,,,12/29/2017 12:03:43 PM,Y,,"11707 W SAN VICENTE BLVD, 90049",11707,W,SAN VICENTE,BLVD,90049,34.0537597113,-118.466132335,"(34.0537597113, -118.466132335)",631,H,4,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES
1-869239451,12/29/2017 12:02:40 PM,01/03/2018 01:05:59 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,,N,SLABT,12/28/2017 12:00:00 AM,01/03/2018 01:05:58 PM,Y,,"37TH PL AT MAIN ST, 90011",,,,,90011,,,,674,C,2,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
