request_id,srnumber,created_date,closed_date,type_id,agency_id,source_id,council_id,region_id,address,latitude,longitude,city_id
1445,1-1523769241,2020-01-01 19:24:00,2020-01-03 14:12:00,4,2,17,44,3,"6537 N WOODLEY AVE, 91406",34.18966239,-118.4839681,6
1446,1-1523769303,2020-01-01 19:29:00,2020-01-02 09:34:00,4,2,7,31,4,"10857 W BLOOMFIELD ST, 91602",34.14936224,-118.3673262,4
1447,1-1523769321,2020-01-01 19:25:00,2020-01-03 12:04:00,4,2,8,50,5,"512 N MARTEL AVE, 90036",34.08059831,-118.3510151,5
1448,1-1523769443,2020-01-01 19:31:00,2020-01-03 08:47:00,1,4,7,52,4,"10811 W RIVERSIDE DR, 91602",34.15242092,-118.366399,4
1449,1-1523769501,2020-01-01 19:32:00,2020-01-03 14:12:00,4,2,17,44,3,"6525 N WOODLEY AVE, 91406",34.1893653,-118.4839586,6
1450,1-1523769542,2020-01-01 19:37:00,2020-01-04 14:37:00,4,2,7,51,1,"15001 W MANKATO ST, 91345",34.26872875,-118.458951,7
1451,1-1523769621,2020-01-01 19:40:00,2020-01-02 14:28:00,1,4,7,95,12,"527 N FIGUEROA ST, 90744",33.77566177,-118.279503,15
1452,1-1523769791,2020-01-01 19:52:00,2020-01-07 08:05:00,2,2,7,99,9,"501 E VERNON AVE, 90011",34.00401948,-118.2664318,9
1453,1-1523769816,2020-01-01 19:55:00,2020-01-08 19:21:00,9,1,7,7,9,"407 E 68TH ST, 90003",33.97800572,-118.2671676,9
1454,1-1523769831,2020-01-01 19:52:00,2020-01-03 09:50:00,4,2,8,66,1,"8143 N SYLMAR AVE, 91402",34.21872542,-118.4466554,6
1455,1-1523769851,2020-01-01 19:54:00,2020-01-02 12:08:00,4,2,17,6,8,"424 S STATE ST, 90033",34.042301,-118.2183352,14
1456,1-1523769911,2020-01-01 19:55:00,2020-01-03 09:27:00,4,2,8,17,5,"5432 W HAROLD WAY, 90027",34.09916328,-118.308228,13
1457,1-1523769961,2020-01-01 19:56:00,2020-03-09 00:00:00,9,1,7,99,9,"457 E VERNON AVE, 90011",34.00400482,-118.2677488,9
1458,1-1523769980,2020-01-01 19:58:00,2020-01-07 00:00:00,9,1,7,7,9,"6723 S AVALON BLVD, 90003",33.97816656,-118.2653937,9
1459,1-1523770007,2020-01-01 20:00:00,2020-01-04 12:02:00,4,2,7,33,5,"549 1/2 N WINDSOR BLVD, 90004",34.08033851,-118.3197901,4
1460,1-1523770061,2020-01-01 20:02:00,2020-01-02 14:25:00,1,4,7,95,12,"502 W D ST, 90744",33.77374093,-118.2674991,15
1461,1-1523770080,2020-01-01 20:05:00,2020-01-04 12:03:00,4,2,7,62,6,"1059 S MANHATTAN PL, 90019",34.05106661,-118.3103389,10
1462,1-1523770117,2020-01-01 20:07:00,2020-01-02 10:40:00,11,5,7,84,11,"807 E WARREN AVE, 90291",34.00218122,-118.4684712,11
1463,1-1523770136,2020-01-01 20:13:00,2020-01-04 10:33:00,4,2,7,86,9,"10350 S WEIGAND AVE, 90002",33.94164811,-118.2295559,15
1464,1-1523770291,2020-01-01 19:28:00,2020-01-07 06:52:00,4,2,8,27,8,"3626 N MIMOSA DR, 90065",34.11559786,-118.2311952,1
1465,1-1523770353,2020-01-01 19:34:00,2020-01-02 14:29:00,1,4,7,95,12,"1332 W I ST, 90744",33.77980866,-118.2792828,15
1466,1-1523770379,2020-01-01 19:35:00,2020-01-03 08:48:00,1,4,7,52,4,"4555 N LANKERSHIM BLVD, 91602",34.15398159,-118.3683415,2
1467,1-1523770418,2020-01-01 19:38:00,2020-01-17 14:26:00,4,2,7,95,12,"622 N FIGUEROA ST, 90744",33.77682801,-118.2794367,15
1468,1-1523770507,2020-01-01 19:38:00,2020-01-02 12:52:00,4,2,7,76,4,"11694 W PICTURESQUE DR, 91604",34.1400357,-118.3869766,2
1469,1-1523770637,2020-01-01 19:48:00,2020-01-04 14:54:00,7,2,7,95,12,"FIGUEROA ST AT EMDEN ST, 90744",33.77556941,-118.2792489,15
1470,1-1523770771,2020-01-01 19:50:00,2020-01-02 11:46:00,2,2,17,72,4,"4425 N SEPULVEDA BLVD, 91403",34.15076524,-118.4675963,4
1471,1-1523770870,2020-01-01 20:00:00,2020-01-04 11:23:00,4,2,7,41,5,"1276 N VAN NESS AVE, 90038",34.09446071,-118.3156685,13
1472,1-1523770915,2020-01-01 20:04:00,2020-01-05 10:06:00,11,5,7,95,12,"833 N BROAD AVE, 90744",33.78046653,-118.2609762,15
1473,1-1523770921,2020-01-01 20:02:00,2020-01-10 00:00:00,9,1,17,6,8,"3503 E 3RD ST, 90063",34.03402594,-118.1941781,14
1474,1-1523770970,2020-01-01 20:07:00,2020-01-02 14:24:00,1,4,7,95,12,"399 W D ST, 90744",33.77404962,-118.2658916,15
1475,1-1523771189,2020-01-01 20:27:00,2020-01-21 09:09:00,2,2,7,98,3,"5550 N WINNETKA AVE, 91364",34.17142556,-118.5707374,3
1476,1-1523773201,2020-01-01 20:05:00,2020-01-06 08:10:00,4,2,8,71,3,"18628 W LEMAY ST, 91335",34.1908431,-118.5397665,3
1477,1-1523773233,2020-01-01 20:11:00,2020-01-04 10:33:00,4,2,7,86,9,"10350 S WEIGAND AVE, 90002",33.94164811,-118.2295559,15
1478,1-1523773461,2020-01-01 20:20:00,2020-01-03 10:50:00,4,2,17,53,2,"8861 N LANGDON AVE, 91343",34.23153689,-118.4699872,6
1479,1-1523773621,2020-01-01 20:27:00,2020-01-02 12:31:00,4,2,8,29,2,"10862 N BALBOA BLVD, 91344",34.2674997,-118.5021713,12
1480,1-1523773701,2020-01-01 20:28:00,2020-01-02 13:18:00,7,2,8,29,2,"10862 N BALBOA BLVD, 91344",34.26778183,-118.5020707,12
1481,1-1523773717,2020-01-01 20:30:00,2020-01-05 10:12:00,11,5,7,50,5,"WILLOUGHBY AVE AT SWEETZER AVE, 90046",34.08707322,-118.3702756,5
1482,1-1523773721,2020-01-01 20:29:00,2020-01-04 09:05:00,4,2,17,88,3,"24006 W ARCHWOOD ST, 91307",34.19182014,-118.6491389,12
1483,1-1523773878,2020-01-01 20:40:00,2020-01-03 09:08:00,4,2,7,80,3,"6323 N RESEDA BLVD, 91335",34.18529397,-118.5362626,3
1484,1-1523773943,2020-01-01 20:39:00,2020-01-03 09:08:00,4,2,7,80,3,"6323 N RESEDA BLVD, 91335",34.18529397,-118.5362626,3
1485,1-1523773976,2020-01-01 20:39:00,2020-01-02 14:33:00,1,4,7,95,12,"FIGUEROA ST AT YOUNG ST, 90744",33.78507306,-118.2806386,15
1486,1-1523774001,2020-01-01 20:38:00,2020-01-03 15:26:00,4,2,8,23,9,"1517 W 85TH ST, 90047",33.96102793,-118.3032192,8
1487,1-1523774171,2020-01-01 20:42:00,2020-01-04 15:12:00,2,2,17,11,12,"828 S PALOS VERDES ST, 90731",33.73643577,-118.2812653,15
1488,1-1523774221,2020-01-01 20:06:00,2020-01-02 10:51:00,4,2,8,74,9,"1639 E 33RD ST, 90011",34.01084697,-118.2443072,9
1489,1-1523774261,2020-01-01 20:08:00,2020-01-04 07:09:00,6,2,7,41,5,"5717 W LA MIRADA AVE, 90038",34.09385937,-118.3142308,13
1490,1-1523774277,2020-01-01 20:11:00,2020-01-02 14:23:00,1,4,7,95,12,"327 W D ST, 90744",33.77409827,-118.2656537,15
1491,1-1523774300,2020-01-01 20:11:00,2020-01-02 10:50:00,4,2,7,48,11,"2759 S BUTLER AVE, 90064",34.02651835,-118.4354987,11
1492,1-1523774314,2020-01-01 20:15:00,2020-01-02 14:22:00,1,4,7,95,12,"401 N AVALON BLVD, 90744",33.77432294,-118.2622136,15
1493,1-1523774401,2020-01-01 20:16:00,2020-01-05 10:17:00,11,5,7,20,10,"5016 S ARLINGTON AVE, 90043",33.99741354,-118.3180472,8
1494,1-1523774419,2020-01-01 20:25:00,2020-01-21 09:00:00,2,2,7,98,3,"5550 N WINNETKA AVE, 91364",34.17142556,-118.5707374,3
1495,1-1523774597,2020-01-01 20:28:00,2020-01-04 13:43:00,4,2,7,98,3,"5810 N VALERIE AVE, 91367",34.17575739,-118.6563546,3
1496,1-1523774680,2020-01-01 20:29:00,2020-01-21 08:47:00,2,2,7,98,3,"5550 N WINNETKA AVE, 91364",34.17142556,-118.5707374,3
1497,1-1523774698,2020-01-01 20:29:00,2020-01-06 15:20:00,4,2,7,14,11,"4307 S INGLEWOOD BLVD, 90066",33.99647784,-118.4205235,11
1498,1-1523774809,2020-01-01 20:36:00,2020-01-02 14:36:00,1,4,7,95,12,"1324 W L ST, 90744",33.78589786,-118.2805259,15
1499,1-1523774884,2020-01-01 20:38:00,2020-01-03 09:08:00,4,2,7,80,3,"6323 N RESEDA BLVD, 91335",34.18529397,-118.5362626,3
1500,1-1523774991,2020-01-01 20:39:00,2020-01-07 13:05:00,4,2,17,40,5,"6626 W FRANKLIN AVE, 90028",34.10503251,-118.3341131,13
1501,1-1523775013,2020-01-01 20:41:00,2020-01-06 09:11:00,4,2,7,78,1,"6301 W HONOLULU AVE, 91042",34.2334766,-118.2694279,7
1502,1-1523775141,2020-01-01 20:43:00,2020-01-03 13:48:00,1,4,17,32,4,"5627 N CARPENTER AVE, 91607",34.17291818,-118.3912152,2
1503,1-1523775245,2020-01-01 20:16:00,2020-01-03 12:34:00,4,2,7,66,1,"8646 N KESTER AVE, 91402",34.2276626,-118.4573713,6
1504,1-1523775351,2020-01-01 20:18:00,2020-01-02 10:00:00,4,2,17,5,11,"2983 N TIFFANY CIR, 90077",34.12832262,-118.4464668,5
1505,1-1523775412,2020-01-01 20:23:00,2020-01-02 20:38:00,11,5,7,96,6,"2915 W SUNSET PL, 90005",34.06093485,-118.2871486,10
1506,1-1523775623,2020-01-01 20:31:00,2020-01-02 14:35:00,1,4,7,95,12,"1333 W YOUNG ST, 90744",33.78516725,-118.2805542,15
1507,1-1523775661,2020-01-01 20:31:00,2020-04-13 14:47:00,6,2,7,52,4,"6750 N CLYBOURN AVE, 91606",34.19359399,-118.3635703,2
1508,1-1523775720,2020-01-01 20:34:00,2020-01-02 09:18:00,4,2,7,76,4,"4225 N ETHEL AVE, 91604",34.14678208,-118.4184931,2
1509,1-1523775861,2020-01-01 20:38:00,2020-01-03 15:26:00,4,2,8,23,9,"1517 W 85TH ST, 90047",33.96102793,-118.3032192,8
1510,1-1523775931,2020-01-01 20:39:00,2020-01-08 06:09:00,4,2,8,5,11,"1618 N BEVERLY GLEN BLVD, 90077",34.10006749,-118.4437677,5
1511,1-1523775956,2020-01-01 20:40:00,2020-01-04 14:37:00,4,2,7,51,1,"15001 W MANKATO ST, 91345",34.26872875,-118.458951,7
1512,1-1523775976,2020-01-01 20:49:00,2020-01-04 13:03:00,4,2,7,61,12,"1258 W 17TH ST, 90731",33.72894212,-118.304763,15
1513,1-1523776021,2020-01-01 20:44:00,2020-01-03 15:29:00,4,2,17,0,0,"7200 S FIGUEROA ST, 90003",33.97461656,-118.2825994,8
1514,1-1523776074,2020-01-01 20:54:00,2020-01-02 16:20:00,11,5,7,32,4,"6638 N BABCOCK AVE, 91606",34.19139903,-118.4062241,2
1515,1-1523776151,2020-01-01 20:51:00,2020-01-02 11:12:00,4,2,17,7,9,"391 W 67TH ST, 90003",33.979084,-118.280386,9
1516,1-1523776215,2020-01-01 20:20:00,2020-01-08 15:12:00,1,4,7,95,12,"1323 W MAURETANIA ST, 90744",33.78953336,-118.2804771,15
1517,1-1523776241,2020-01-01 20:19:00,2020-01-03 13:16:00,4,2,8,5,11,"9779 W APRICOT LANE, 90210",34.11215353,-118.4241571,5
1518,1-1523776271,2020-01-01 20:20:00,2020-01-03 13:13:00,4,2,8,5,11,"9779 W APRICOT LANE, 90210",34.1121183,-118.4242392,5
1519,1-1523776316,2020-01-01 20:27:00,2020-01-06 08:00:00,4,2,7,64,1,"12330 W OSBORNE PL, 91331",34.25969307,-118.4017742,7
1520,1-1523776621,2020-01-01 20:36:00,2020-01-04 15:12:00,2,2,17,11,12,"8TH ST AT PALOS VERDES ST, 90731",33.73691023,-118.2814054,15
1521,1-1523776751,2020-01-01 20:40:00,2020-01-03 07:32:00,4,2,8,17,5,"1058 N NORMANDIE AVE, 90029",34.09018448,-118.3003935,13
1522,1-1523776801,2020-01-01 20:42:00,2020-01-03 07:58:00,4,2,8,98,3,"4818 N WINNETKA AVE, 91364",34.15747411,-118.5700569,3
1523,1-1523776831,2020-01-01 20:43:00,2020-01-02 14:04:00,1,4,7,11,12,"801 S PACIFIC AVE, 90731",33.73682303,-118.2881274,15
1524,1-1523776852,2020-01-01 20:46:00,2020-01-02 14:21:00,1,4,7,95,12,"220 N MCDONALD AVE, 90744",33.77142825,-118.2708013,15
1525,1-1523777072,2020-01-01 21:04:00,2020-01-03 13:49:00,4,2,7,53,2,"8070 N LANGDON AVE, 91406",34.21758001,-118.4686367,6
1526,1-1523777131,2020-01-01 21:09:00,2020-04-20 13:16:00,2,2,7,74,9,"1511 E 25TH ST, 90011",34.01568877,-118.2463379,9
1527,1-1523777140,2020-01-01 21:09:00,2020-01-04 09:41:00,4,2,7,75,11,"1064 S SHENANDOAH ST, 90035",34.0574261,-118.3813613,5
1528,1-1523777159,2020-01-01 21:18:00,2020-01-03 12:03:00,4,2,7,83,4,"15630 W VANOWEN ST, 91406",34.19370375,-118.4737374,6
1529,1-1523779272,2020-01-01 20:54:00,2020-01-06 00:00:00,9,1,7,21,10,"1843 W BROWNING BLVD, 90062",34.01198984,-118.3125962,8
1530,1-1523779391,2020-01-01 21:06:00,2020-01-02 08:15:00,1,4,7,39,8,"5302 E IRVINGTON PL, 90042",34.11551116,-118.2016375,1
1531,1-1523779414,2020-01-01 21:13:00,2020-01-02 13:02:00,4,2,7,76,4,"3164 N BROOKDALE ROAD, 91604",34.12774153,-118.3910798,2
1532,1-1523779540,2020-01-01 21:13:00,2020-01-02 13:59:00,6,2,7,91,6,"2001 W 3RD ST, 90057",34.06258118,-118.2715122,13
1533,1-1523779553,2020-01-01 21:14:00,2020-01-02 11:30:00,7,2,7,76,4,"3164 N BROOKDALE ROAD, 91604",34.12774153,-118.3910798,2
1534,1-1523779596,2020-01-01 21:19:00,2020-01-05 09:40:00,11,5,7,44,3,"17256 W LEMAY ST, 91406",34.19101144,-118.5095282,6
1535,1-1523779635,2020-01-01 21:25:00,2020-01-02 13:27:00,4,2,7,44,3,"15834 W MARLIN PL, 91406",34.19644389,-118.4782707,6
1536,1-1523779651,2020-01-01 21:21:00,2020-01-06 12:01:00,4,2,8,45,8,"255 S AVENUE 19, 90031",34.07069288,-118.2205681,1
1537,1-1523779761,2020-01-01 21:26:00,2020-01-06 10:52:00,4,2,8,60,2,"18520 W PRAIRIE ST, 91324",34.23899893,-118.5371913,12
1538,1-1523779811,2020-01-01 21:28:00,2020-01-06 14:41:00,4,2,8,60,2,"19201 W HARNETT ST, 91326",34.26156614,-118.552526,12
1539,1-1523779861,2020-01-01 21:29:00,2020-01-06 10:17:00,4,2,8,60,2,"19201 W HARNETT ST, 91326",34.26156614,-118.552526,12
1540,1-1523779921,2020-01-01 21:31:00,2020-01-21 08:56:00,2,2,7,98,3,"5550 N WINNETKA AVE, 91364",34.17142556,-118.5707374,3
1541,1-1523780031,2020-01-01 21:41:00,2020-01-03 12:56:00,4,2,8,46,7,"2241 N CHESWIC LANE, 90027",34.11139908,-118.2970306,4
1542,1-1523780111,2020-01-01 21:43:00,2020-01-06 08:04:00,6,2,8,81,10,"2845 W 23RD ST, 90018",34.03603745,-118.3184915,10
1543,1-1523780131,2020-01-01 21:44:00,2020-01-04 10:29:00,4,2,17,33,5,"5147 W LA VISTA CT, 90004",34.08216055,-118.3152903,4
1544,1-1523780211,2020-01-01 20:45:00,2020-01-07 12:25:00,4,2,8,78,1,"10535 N LAS LUNITAS AVE, 91042",34.26056808,-118.291582,7
1545,1-1523780243,2020-01-01 20:50:00,2020-01-08 14:44:00,4,2,7,48,11,"2722 S BUTLER AVE, 90064",34.02744228,-118.4359125,11
1546,1-1523780261,2020-01-01 20:46:00,2020-01-02 11:57:00,4,2,8,71,3,"7333 N ENFIELD AVE, 91335",34.20395081,-118.5242192,3
1547,1-1523780373,2020-01-01 20:55:00,2020-01-03 13:19:00,7,2,7,25,3,"5424 N NEWCASTLE AVE, 91316",34.16927361,-118.5242262,5
1548,1-1523780416,2020-01-01 20:55:00,2020-04-15 11:24:00,2,2,7,93,11,"2765 S MILITARY AVE, 90064",34.0312771,-118.4278097,5
1549,1-1523780430,2020-01-01 20:57:00,2020-01-08 07:59:00,2,2,7,99,9,"341 W 51ST ST, 90037",33.99658911,-118.2797922,9
1550,1-1523780521,2020-01-01 21:01:00,2020-01-07 15:02:00,4,2,8,97,3,"7956 N LURLINE AVE, 91306",34.21529917,-118.5836269,3
1551,1-1523780581,2020-01-01 21:06:00,2020-01-08 10:43:00,4,2,8,83,4,"7017 N HAZELTINE AVE, 91405",34.19787659,-118.4401472,6
1552,1-1523780681,2020-01-01 21:10:00,2020-01-03 13:21:00,6,2,17,44,3,"4514 W VANOWEN ST, 91406",34.19376617,-118.5155978,6
1553,1-1523780842,2020-01-01 21:25:00,2020-01-07 14:28:00,4,2,7,88,3,"8585 N EATOUGH AVE, 91304",34.22699754,-118.6101907,12
1554,1-1523780861,2020-01-01 21:25:00,2020-01-06 14:08:00,4,2,8,60,2,"18520 W PRAIRIE ST, 91324",34.23899893,-118.5371913,12
1555,1-1523780929,2020-01-01 21:30:00,2020-01-02 07:50:00,4,2,7,99,9,"136 W 47TH ST, 90037",34.00083158,-118.2753554,9
1556,1-1523780991,2020-01-01 21:29:00,2020-01-02 11:21:00,5,2,17,27,8,"2719 W AVENUE 35, 90065",34.11428006,-118.2343858,1
1557,1-1523781041,2020-01-01 21:30:00,2020-01-15 10:51:00,9,1,17,33,5,"CITRUS AVE AT OAKWOOD AVE, 90036",34.07828111,-118.3397371,5
1558,1-1523781083,2020-01-01 21:33:00,2020-01-21 08:52:00,2,2,7,98,3,"5550 N WINNETKA AVE, 91364",34.17142556,-118.5707374,3
1559,1-1523781163,2020-01-01 21:34:00,2020-01-21 08:49:00,2,2,7,98,3,"5550 N WINNETKA AVE, 91364",34.17142556,-118.5707374,3
1560,1-1523781181,2020-01-01 21:34:00,2020-01-04 08:40:00,4,2,17,33,5,"600 N BEACHWOOD DR, 90004",34.08184695,-118.321592,4
1561,1-1523781241,2020-01-01 20:55:00,2020-01-06 10:32:00,4,2,17,43,8,"1998 N BARNETT WAY, 90032",34.06663838,-118.1735557,14
1562,1-1523781261,2020-01-01 20:56:00,2020-01-03 11:42:00,7,2,8,25,3,"17319 W BURBANK BLVD, 91316",34.17237945,-118.5106437,5
1563,1-1523781311,2020-01-01 21:02:00,2020-01-07 15:38:00,7,2,8,97,3,"7956 N LURLINE AVE, 91306",34.21529917,-118.5836269,3
1564,1-1523781331,2020-01-01 21:03:00,2020-01-02 11:39:00,1,4,17,29,2,"16319 W JONFIN ST, 91344",34.26872975,-118.4875935,12
1565,1-1523781361,2020-01-01 21:03:00,2020-01-02 08:14:00,1,4,7,39,8,"5302 E IRVINGTON PL, 90042",34.11551116,-118.2016375,1
1566,1-1523781501,2020-01-01 21:12:00,2020-01-02 13:47:00,4,2,7,74,9,"328 E 24TH ST, 90011",34.02505188,-118.2645978,9
1567,1-1523781528,2020-01-01 21:18:00,2020-01-05 10:21:00,11,5,7,76,4,"3164 N BROOKDALE ROAD, 91604",34.12774153,-118.3910798,2
1568,1-1523781561,2020-01-01 21:16:00,2020-01-27 15:12:00,2,2,7,88,3,"VANOWEN ST AT LENA AVE, 91307",34.1937005,-118.627223,12
1569,1-1523781931,2020-01-01 21:36:00,2020-01-06 12:38:00,7,2,7,79,1,"TYLER ST AT DE GARMO AVE, 91342",34.30895034,-118.4547425,7
1570,1-1523782091,2020-01-01 21:45:00,2020-01-03 15:42:00,6,2,8,19,7,"2645 N RICH ST, 90039",34.09694954,-118.2440705,13
1571,1-1523782121,2020-01-01 21:45:00,2020-01-02 08:55:00,4,2,17,93,11,"1816 S FAIRBURN AVE, 90025",34.05440937,-118.4270828,5
1572,1-1523783481,2020-01-01 21:26:00,2020-01-06 15:18:00,4,2,8,45,8,"255 S AVENUE 19, 90031",34.07069288,-118.2205681,1
1573,1-1523783851,2020-01-01 21:51:00,2020-01-03 07:22:00,4,2,8,17,5,"1115 N COMMONWEALTH AVE, 90029",34.09132908,-118.2857025,13
1574,1-1523783892,2020-01-01 21:55:00,2020-01-04 14:10:00,4,2,7,63,5,"1420 S MANSFIELD AVE, 90019",34.04701612,-118.3460693,10
1575,1-1523783905,2020-01-01 21:58:00,2020-01-06 13:55:00,1,4,7,96,6,"3470 W 6TH ST, 90020",34.06337737,-118.2975203,10
1576,1-1523784026,2020-01-01 22:01:00,2020-01-07 08:59:00,1,4,7,41,5,"WESTERN AVE AT ROMAINE ST, 90038",34.08847957,-118.3092092,13
1577,1-1523784082,2020-01-01 22:04:00,2020-01-02 11:20:00,4,2,7,31,4,"4443 N AUCKLAND AVE, 91602",34.15156853,-118.3605593,4
1578,1-1523784321,2020-01-01 21:42:00,2020-01-03 15:42:00,4,2,8,19,7,"2645 N RICH ST, 90039",34.09694954,-118.2440705,13
1579,1-1523784571,2020-01-01 21:59:00,2020-01-03 14:01:00,4,2,8,23,9,"1804 W 78TH ST, 90047",33.9689468,-118.3095263,8
1580,1-1523784781,2020-01-01 22:02:00,2020-01-03 15:52:00,4,2,8,5,11,"8268 W GOULD AVE, 90046",34.10678763,-118.3711174,4
1581,1-1523784831,2020-01-01 22:03:00,2020-01-03 15:39:00,4,2,8,5,11,"8268 W GOULD AVE, 90046",34.10678763,-118.3711174,4
1582,1-1523784989,2020-01-01 22:26:00,2020-01-03 15:41:00,4,2,7,66,1,"14610 W PLUMMER ST, 91402",34.24251209,-118.4509503,6
1583,1-1523785321,2020-01-01 21:56:00,2020-01-02 11:41:00,7,2,17,27,8,"2719 W AVENUE 35, 90065",34.11428006,-118.2343858,1
1584,1-1523785502,2020-01-01 22:06:00,2020-01-03 09:07:00,6,2,7,51,1,"10818 N MARKLEIN AVE, 91345",34.26695711,-118.4699637,7
1585,1-1523785511,2020-01-01 22:04:00,2020-01-02 13:45:00,4,2,17,27,8,"2719 W AVENUE 35, 90065",34.11428006,-118.2343858,1
1586,1-1523785681,2020-01-01 22:15:00,2020-01-01 22:20:00,1,4,18,65,11,"11127 W VENICE BLVD, 90034",34.01351449,-118.4165778,5
1587,1-1523785689,2020-01-01 22:15:00,2020-01-01 22:20:00,1,4,18,48,11,"11275 W VENICE BLVD, 90066",34.01190611,-118.4195071,11
1588,1-1523785696,2020-01-01 22:15:00,2020-01-01 22:20:00,1,4,18,89,11,"1211 S BARRY AVE, 90025",34.04962169,-118.4599575,11
1589,1-1523785703,2020-01-01 22:15:00,2020-01-01 22:20:00,1,4,18,89,11,"1910 S BUNDY DR, 90025",34.03512749,-118.4568392,11
1590,1-1523785711,2020-01-01 22:15:00,2020-01-01 22:20:00,1,4,18,89,11,"11330 W PICO BLVD, 90064",34.0346213,-118.4394764,11
1591,1-1523785718,2020-01-01 22:15:00,2020-01-01 22:20:00,1,4,18,84,11,"1009 E PALMS BLVD, 90291",33.9976109,-118.4590795,11
1592,1-1523785725,2020-01-01 22:15:00,2020-01-01 22:20:00,1,4,18,48,11,"12336 W VENICE BLVD, 90066",34.00358775,-118.4332563,11
1593,1-1523785732,2020-01-01 22:15:00,2020-01-01 22:20:00,1,4,18,48,11,"12400 W VENICE BLVD, 90066",34.00337535,-118.4336298,11
1594,1-1523785739,2020-01-01 22:15:00,2020-01-01 22:20:00,1,4,18,14,11,"11860 W BRADDOCK DR, 90230",33.99288468,-118.4141701,11
1595,1-1523785746,2020-01-01 22:15:00,2020-01-01 22:20:00,1,4,18,65,11,"3405 S MOTOR AVE, 90034",34.02743741,-118.4096594,5
1596,1-1523785755,2020-01-01 22:15:00,2020-01-01 22:20:00,1,4,18,65,11,"10416 W NATIONAL BLVD, 90034",34.02882993,-118.411077,5
1597,1-1523785821,2020-01-01 22:20:00,2020-01-02 11:18:00,4,2,8,6,8,"919 S SPENCE ST, 90023",34.02599434,-118.1991345,14
1598,1-1523785831,2020-01-01 22:20:00,2020-01-03 06:43:00,4,2,7,70,7,"143 S COMMONWEALTH AVE, 90004",34.07221404,-118.2857546,13
1599,1-1523785859,2020-01-01 22:23:00,2020-01-03 07:02:00,4,2,7,70,7,"132 S WESTMORELAND AVE, 90004",34.07243977,-118.2877979,13
1600,1-1523785972,2020-01-01 22:27:00,2020-01-06 10:33:00,4,2,7,90,11,"7028 S ALVERN ST, 90045",33.97599307,-118.3765165,11
1601,1-1523785994,2020-01-01 22:36:00,2020-01-03 14:41:00,1,4,7,44,3,"6611 N WOODLEY AVE, 91406",34.1906239,-118.4839699,6
1602,1-1523786021,2020-01-01 22:31:00,2020-01-02 08:51:00,4,2,8,71,3,"7908 N CHASTAIN AVE, 91335",34.21401884,-118.5239849,12
1603,1-1523786311,2020-01-01 21:56:00,2020-01-02 12:50:00,3,2,8,15,6,"115 E 3RD ST, 90013",34.04907366,-118.2454983,14
1604,1-1523786361,2020-01-01 21:59:00,2020-01-01 22:00:00,1,4,18,75,11,"1746 S ROBERTSON BLVD, 90035",34.0478483,-118.3856997,5
1605,1-1523786368,2020-01-01 21:59:00,2020-01-01 22:00:00,1,4,18,50,5,"8800 W 3RD ST, 90048",34.0734777,-118.3838442,5
1606,1-1523786375,2020-01-01 21:59:00,2020-01-01 22:00:00,1,4,18,50,5,"7919 W BEVERLY BLVD, 90048",34.07633952,-118.3623725,5
1607,1-1523786382,2020-01-01 21:59:00,2020-01-01 22:00:00,1,4,18,50,5,"7907 W BEVERLY BLVD, 90048",34.07618953,-118.3616499,5
1608,1-1523786389,2020-01-01 21:59:00,2020-01-01 22:00:00,1,4,18,50,5,"300 N FAIRFAX AVE, 90036",34.07651993,-118.3613054,5
1609,1-1523786396,2020-01-01 21:59:00,2020-01-01 22:00:00,1,4,18,50,5,"310 N FAIRFAX AVE, 90036",34.07653684,-118.3613077,5
1610,1-1523786403,2020-01-01 21:59:00,2020-01-01 22:00:00,1,4,18,50,5,"7825 W BEVERLY BLVD, 90036",34.07626234,-118.3607599,5
1611,1-1523786411,2020-01-01 21:59:00,2020-01-01 22:00:00,1,4,18,50,5,"7500 W MELROSE AVE, 90046",34.08339977,-118.353409,5
1612,1-1523786418,2020-01-01 21:59:00,2020-01-01 22:01:00,1,4,18,50,5,"7126 W MELROSE AVE, 90046",34.08330895,-118.3450042,5
1613,1-1523786425,2020-01-01 21:59:00,2020-01-01 22:01:00,1,4,18,50,5,"7126 W MELROSE AVE, 90046",34.08330895,-118.3450042,5
1614,1-1523786432,2020-01-01 21:59:00,2020-01-02 07:25:00,1,4,18,42,5,"2300 N CAHUENGA BLVD, 90068",34.11138856,-118.333292,4
1615,1-1523786439,2020-01-01 21:59:00,2020-01-01 22:01:00,1,4,18,90,11,"8205 S PERSHING DR, 90293",33.95911528,-118.4444566,11
1616,1-1523786446,2020-01-01 21:59:00,2020-01-01 22:01:00,1,4,18,14,11,"11860 W BRADDOCK DR, 90230",33.99288468,-118.4141701,11
1617,1-1523786453,2020-01-01 21:59:00,2020-01-01 22:01:00,1,4,18,14,11,"11801 BRADDOCK DR, 90230",33.99399007,-118.4136429,11
1618,1-1523786461,2020-01-01 21:59:00,2020-01-01 22:01:00,1,4,18,14,11,"4645 S STONER AVE, 90230",33.99431458,-118.4135416,11
1619,1-1523786468,2020-01-01 21:59:00,2020-01-02 07:05:00,1,4,18,90,11,"7111 W MANCHESTER AVE, 90045",33.95995014,-118.4171959,11
